Date,Année financière,Titre,Fournisseur,Montant,Montant (virg),Montant ($),Code UNSPSC,Type de devis,Type,Nature,Nb soumissionnaires,Numéro SEAO,Numéro de contrat UQAM
2014-01-30,2013-2014,Pièces d'humidificateurs Armstrong,Preston Phipps Inc.,61000.0,61000,"61 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,722732,5002261
2014-01-31,2013-2014,Rénovation majeure du pavillon AB,SNC Lavallin Inc.,52450.0,52450,"52 450,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,747644,P13050AB-03
2014-02-05,2013-2014,Serveurs HP,C.P.U. Design Inc.,44000.0,44000,"44 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,725471,3017444
2014-02-05,2013-2014,Interurbains,Bell Canada,35000.0,35000,"35 000,00 $",83110000,Services de télécommunication,Contrat octroyé de gré à gré,Services,1,725579,5002313
2014-02-06,2013-2014,Services professionnels en analyse prévention,CSP Consultant en Sécurité Inc. / Division de Groupe S.M. International Inc.,45000.0,45000,"45 000,00 $",80000000,"Services de gestion, de professionnels spécialisés et d'administration",Contrat adjugé suite à un appel d'offres public,Services,3,703723,7000266
2014-02-07,2013-2014,Rénovation et réaménagement des laboratoires photo au J-3e - LOT2,Construction Al_Basma inc.,384000.0,384000,"384 000,00 $",72102800,"Services de rénovation, restauration",Contrat adjugé suite à un appel d'offres public,Travaux de construction,16,703808,P12092JJ - 12053JJ - LOT2
2014-02-07,2013-2014,Panneaux de contrôle,Société de Contrôle Johnson Canada S.E.C.,50000.0,50000,"50 000,00 $",40000000,"Système, équipement et composante de chauffage, ventilation et circulation d'air",Contrat octroyé de gré à gré,Approvisionnements (biens),1,726169,3017500
2014-02-11,2013-2014,Nettoyage de drains,Kelly Sani-Vac Inc.,53000.0,53000,"53 000,00 $",76120000,Élimination et traitement des déchets,Contrat octroyé de gré à gré,Services,1,727312,5002279
2014-02-11,2013-2014,Entretien réseau alarme-incendie,Siemens Canada Limitée,35000.0,35000,"35 000,00 $",92000000,"Services - défense nationale, ordre public, sécurité publique",Contrat octroyé de gré à gré,Services,1,727317,5002269
2014-02-13,2013-2014,Développement de matériel de formation en ligne,CREO Inc.,35000.0,35000,"35 000,00 $",43230000,Logiciels,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),1,707020,7000264
2014-02-13,2013-2014,Microscopes,Nikon Canada Inc.,29000.0,29000,"29 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,729018,3017619
2014-02-14,2013-2014,Service de reliure de livres et de périodiques,Reliure Caron et Létourneau Ltée,160000.0,160000,"160 000,00 $",80160000,Services de gestion administrative,Contrat adjugé suite à un appel d'offres public,Services,1,707107,7000273
2014-02-14,2013-2014,Impression de cahiers d'examen,Imprimerie Solisco Inc.,90000.0,90000,"90 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,12,707118,7000272
2014-02-14,2013-2014,Achat sur demande de pièces et équipements CISCO,Bell Canada,550000.0,550000,"550 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,729003,5002315
2014-02-14,2013-2014,Entretien systèmes alarme-incendie,Protection Incendie Viking Inc.,330000.0,330000,"330 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,729045,5002285
2014-02-14,2013-2014,Systèmes de suivi oculaire,Tobii Technology Inc.,142000.0,142000,"142 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,729027,3017468
2014-02-19,2013-2014,RÉNOVATION PAVILLON V RDC ET SOUS-SOL-LOT 2 -CONSTRUCTION,Celeb Construction Ltée,418780.16,"418780,16","418 780,16 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,11,682863,P13004VV-13004VV-lot2
2014-02-24,2013-2014,Piles / Batteries industrielles,Batteries Dixon Inc.,37000.0,37000,"37 000,00 $",44000000,"Équipement, accessoire et fourniture de bureau",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,743863,5002291
2014-02-25,2013-2014,Système UHPLC,Agilent Technologies Canada Inc.,75000.0,75000,"75 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,732925,3017808
2014-02-26,2013-2014,Location de véhicules automobiles à court terme,Location Sauvageau,140000.0,140000,"140 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,4,695847,7000262
2014-02-26,2013-2014,Location de véhicules automobiles à court terme,Enterprise Location d'Autos,80000.0,80000,"80 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,4,695847,7000262
2014-02-26,2013-2014,Location de véhicules automobiles à court terme,Location Jean Légaré Ltée,40000.0,40000,"40 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,4,695847,7000262
2014-02-26,2013-2014,Location de véhicules automobiles à court terme,2313-7292 Québec Inc./ Discount Autos Location,25000.0,25000,"25 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat adjugé suite à un appel d'offres public,Services,4,695847,7000262
2014-02-26,2013-2014,Location d'autos à court terme,BUDGETAUTO INC.,90000.0,90000,"90 000,00 $",78000000,"Services de transport, d'entreposage, de messagerie et d’aménagement de bureau",Contrat octroyé de gré à gré,Services,1,733455,5002184
2014-02-26,2013-2014,Pièces Dri-Steem,Aireau Qualité Contrôle Inc.,45000.0,45000,"45 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,733987,5002289
2014-02-26,2013-2014,Ordinateur CIARA,Hypertechnologie Ciara Inc. / Ciaratech,28000.0,28000,"28 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,733989,3017866
2014-02-28,2013-2014,Acier et aluminium Bruts,Acier Tag Inc.,45000.0,45000,"45 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,734648,5002262
2014-02-28,2013-2014,Outillage,Outil Pac Inc.,33000.0,33000,"33 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,734615,5002268
2014-03-04,2013-2014,Logiciels Intégration Études Comportementales,Noldus Information Technology Inc. / North American Headquarter,55000.0,55000,"55 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,736258,3017967
2014-03-05,2013-2014,Stockage San / Nas,Gallium Inc. / Infrastructures Informatiques ZINC,32000.0,32000,"32 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,736334,3017985
2014-03-06,2013-2014,Instrument de mesure de photosynthèse,Li-Cor Biosciences Inc. / Li-Cor Inc.,55000.0,55000,"55 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,737322,3018012
2014-03-10,2013-2014,Entretien système de contrôle centralisé,Régulvar Inc.,73000.0,73000,"73 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,737880,5002276
2014-03-10,2013-2014,Entretien sur système Honeywell,Honeywell Limitée,70000.0,70000,"70 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,737844,5002250
2014-03-11,2013-2014,Maintenance McAfee,Softchoice LP,37000.0,37000,"37 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,738518,5002330
2014-03-12,2013-2014,Entretien Disjoncteurs ABB,ABB Inc.,40000.0,40000,"40 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,739061,5002295
2014-03-17,2013-2014,"Travaux, sur demande, en électricité",Mofax Électrique Ltée,830000.0,830000,"830 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,8,725005,7000283
2014-03-17,2013-2014,"Achat, sur demande, de fauteuils divers",A.D.I. Art Design International Inc.,261000.0,261000,"261 000,00 $",56101500,Ameublement,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),6,723687,7000282
2014-03-17,2013-2014,Services de traiteur,2867-3598 Québec Inc. / Julien Leblanc Traiteur,800000.0,800000,"800 000,00 $",90100000,Services de restauration et traiteurs,Contrat octroyé de gré à gré,Services,1,740939,5002358
2014-03-18,2013-2014,Ordinateur CIARA,Hypertechnologie Ciara Inc. / Ciaratech,68400.0,68400,"68 400,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,741499,3018173
2014-03-19,2013-2014,Analyses en sciences (chimie),Corporation de l'École Polytechnique de Montréal CM2,42500.0,42500,"42 500,00 $",85131700,Recherche et science médicales,Contrat octroyé de gré à gré,Services,1,742188,5002360
2014-03-19,2013-2014,Réparations de systèmes sous vide,Gino Turcotte,40000.0,40000,"40 000,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat octroyé de gré à gré,Services,1,742190,5002328
2014-03-20,2013-2014,Achat sur demande de fauteuils (chaises) empilables,Entreprise A.L.I. Snowdon Inc.,75000.0,75000,"75 000,00 $",56101500,Ameublement,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,734053,7000290
2014-03-24,2013-2014,Travaux de rénovation et de base building au RDC du pavillon V,Merlain Canada inc.,838617.04,"838617,04","838 617,04 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,4,716552,P13004VV-13004VV-lot3
2014-03-25,2013-2014,Sonde Thermique,Hybond Inc.,30000.0,30000,"30 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,744334,3018307
2014-03-26,2013-2014,Achat sur demande de produits alimentaires pour vente par distributeurs automatiques,Services Alimentaires Monchateau Inc.,190000.0,190000,"190 000,00 $",50000000,"Aliments, boissons et produits du tabac",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,718713,7000271
2014-03-27,2013-2014,Pièces pour réparer un escalier mécanique,Kone Inc / Kone Parts Centre,47000.0,47000,"47 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,745871,3018405
2014-03-27,2013-2014,Serveur Power Edge,Open Storage Solutions Inc. / OSS-Québec,25000.0,25000,"25 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,745379,3018397
2014-03-28,2013-2014,P12069CB Travaux de réfection de l’enveloppe au CB / OUVERTURES EXPLORATOIRES,Maçonnerie Rainville et Frères Inc.,7500.0,7500,"7 500,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat suite à un appel d'offres sur invitation publié au SEAO,Travaux de construction,2,731182,P12069CB-12007CB
2014-03-31,2013-2014,Analyseur de gaz (portable),Los Gatos Research,35000.0,35000,"35 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,746561,3018452
2014-03-31,2013-2014,Étude de mise aux normes des entrées d'eau,SNC Lavallin Inc.,26776.0,26776,"26 776,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,765625,P13040HH-01
2014-04-02,2014-2015,"Équipements Cisco (entretien quotidien du réseau de télécommunication actuel, sans aucun rehaussement)",Bell Canada,2200000.0,2200000,"2 200 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,737826,7000286
2014-04-02,2014-2015,Rénovation et réaménagement des laboratoires photo au J-3e - LOT2.1,Gaston Champoux (1973) Inc.,439051.97,"439051,97","439 051,97 $",72102800,"Services de rénovation, restauration",Contrat adjugé suite à un appel d'offres public,Travaux de construction,9,728415,P12092JJ-12053JJ - LOT2.1
2014-04-07,2014-2015,"Installation, sur demande, de revêtements de plancher",Tapis Solution Inc.,765000.0,765000,"765 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,1,735773,7000291
2014-04-07,2014-2015,Travaux sur demande en peinture (peintre en bâtiment),2528-4753 Québec Inc.,525000.0,525000,"525 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,8,734068,7000279
2014-04-07,2014-2015,Étude des réseaux électriques des pavillons Aquin et Jasmin,CIMA + senc.,47450.0,47450,"47 450,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,750485,P13044HH-01
2014-04-08,2014-2015,Projets payables par SPI,Bouthillette Parizeau Inc.,14560.0,14560,"14 560,00 $",81101605,Services électromécaniques,Contrat octroyé de gré à gré,Services,1,862791,P14011HH-01
2014-04-09,2014-2015,Travaux de réfection de l'enveloppe au CB,ACDF Architecture inc.,50925.0,50925,"50 925,00 $",81201500,Services d'architectes,Contrat octroyé de gré à gré,Services,1,765642,P12069CB-01
2014-04-10,2014-2015,Licences Oracle,Oracle Canada ULC,315000.0,315000,"315 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,753041,3018638
2014-04-14,2014-2015,Centrifugeuse thermale PCR,Instruments Eppendorf Ltd,30000.0,30000,"30 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,752482,3018715
2014-04-15,2014-2015,"Réparation, sur demande, de toitures (couvreurs)",Hotte-Poissant Entrepreneurs Inc.,800000.0,800000,"800 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,6,734628,7000278
